review_text,rating,date,bank,source
first time downloading the app and signing up and I couldn't even do anything on it...I got permanently restricted from the beginning..I can't pay or get paid 😒😒...I don't recommend it..if it was possible I would not even rate it 1 star cause it doesn't deserve it,1,2026-03-28 04:41:53,PayPal,google_play
great site for personal business,5,2026-03-28 04:18:16,PayPal,google_play
nice,5,2026-03-28 04:16:22,PayPal,google_play
it's very fast and reliable,5,2026-03-28 04:15:47,PayPal,google_play
"A stupid shopping-app can redeem money directly from PayPal, no need a verification. But I can't add my own phone to the trusted-devices. (If you have a solution, explain in your reply, so we can learn. Otherwise I won't contact your useless customer service)",2,2026-03-28 03:56:01,PayPal,google_play
still 🆕,1,2026-03-28 03:24:52,PayPal,google_play
What are you doing with the view pincode button. it works opposite that all other pin code view buttons in the world!,2,2026-03-28 03:16:54,PayPal,google_play
"very fast and efficient, fees are a little high.",4,2026-03-28 03:10:38,PayPal,google_play
it's always been good,5,2026-03-28 02:08:08,PayPal,google_play
Trusted global payment platform. Easy but sometimes has higher fees.,5,2026-03-28 02:02:22,PayPal,google_play
👍,5,2026-03-28 01:48:36,PayPal,google_play
can't update,1,2026-03-28 01:27:59,PayPal,google_play
I'm having a situation I can't download PayPal app on my new verb hot pepper Android phone,5,2026-03-28 01:17:09,PayPal,google_play
"excellent apps very Amazing Bank wallet,,",5,2026-03-28 01:12:13,PayPal,google_play
good 👍,5,2026-03-28 00:55:25,PayPal,google_play
Great,5,2026-03-28 00:21:35,PayPal,google_play
doesn't allow screenshot of transactions,3,2026-03-28 00:03:17,PayPal,google_play
Yay,5,2026-03-28 00:00:11,PayPal,google_play
awesome,5,2026-03-27 23:52:27,PayPal,google_play
Pp easy as always my preferred payment method for friends & collectors.,5,2026-03-27 23:48:05,PayPal,google_play
Yes yes,5,2026-03-27 23:22:57,PayPal,google_play
paypal is a scam they took all the money that my friends sent to me . its all 2800 they took to me . this app is full of scams .,1,2026-03-27 23:13:09,PayPal,google_play
